25ph,60conduc,dvconduc,25ox,dvox,reindex,label
6.43,36.85,21.45,21.12,30.41,1.4766,capsicol
6.49,37.34,18.28,28.2,27.16,1.4721,capsicol
6.33,39.51,21.69,24.2,26.96,1.4735,capsicol
6.31,41.06,24.64,20.51,23.44,1.4744,capsicol
6.17,42.51,25.04,20.12,28.04,1.475,capsicol
6.33,38.73,24.65,29.09,26.8,1.4742,capsicol
6.14,32.23,18.93,23.06,25.98,1.4743,capsicol
6.58,38.37,21.21,21.94,26.71,1.4749,capsicol
6.52,36.96,20.71,20.88,29.63,1.4737,capsicol
6.29,34.23,23.7,26.83,27.67,1.4771,capsicol
6.6,41.48,20.43,20.05,27.97,1.4715,capsicol
6.7,39.79,17.23,22.21,27.26,1.4749,capsicol
6.12,42.27,23.14,20.55,25.89,1.4727,capsicol
6.77,34.31,26.55,26.14,26.48,1.4752,capsicol
6.31,43.17,25.19,23.52,25.11,1.4714,capsicol
6.53,39.91,18.21,21.42,28.51,1.4753,capsicol
6.76,41.97,20.6,24.07,27.3,1.4719,capsicol
6.6,33.82,22.46,27.61,26.94,1.4735,capsicol
6.55,37.0,22.14,22.29,26.91,1.4709999999999999,capsicol
6.7,35.2,26.25,18.64,26.51,1.4768,capsicol
6.52,39.75,19.0,24.59,28.08,1.474,capsicol
6.67,37.04,25.85,27.9,29.68,1.4709,capsicol
6.28,35.57,21.45,29.6,24.81,1.4767,capsicol
6.42,37.41,24.31,27.84,30.21,1.4748,capsicol
6.78,33.71,20.45,19.35,25.44,1.4713,capsicol
6.27,43.53,18.62,21.43,27.42,1.4756,capsicol
6.65,37.06,20.74,20.26,28.48,1.4749,capsicol
6.77,35.05,21.44,25.87,24.04,1.4769,capsicol
6.28,37.6,26.66,23.37,26.55,1.476,capsicol
6.27,43.6,18.72,19.5,23.7,1.4764,capsicol
6.26,37.87,22.73,28.13,28.94,1.4713,capsicol
6.53,39.32,18.76,27.15,26.23,1.4708,capsicol
6.66,39.28,17.22,24.84,24.12,1.4763,capsicol
6.25,38.91,23.36,29.53,26.88,1.4761,capsicol
6.28,38.81,27.86,28.96,24.39,1.4751,capsicol
6.32,37.28,20.49,26.96,28.4,1.474,capsicol
6.44,35.32,24.34,20.65,25.42,1.4742,capsicol
6.08,38.89,22.14,18.58,23.78,1.4743,capsicol
6.7,37.3,23.65,24.61,27.36,1.473,capsicol
6.37,34.09,26.04,25.11,23.4,1.476,capsicol
6.37,37.59,26.44,26.53,24.69,1.4739,capsicol
6.46,34.81,17.17,21.48,27.46,1.4726,capsicol
6.23,34.08,21.6,25.47,24.57,1.4768,capsicol
6.52,42.76,20.64,20.44,24.75,1.4725,capsicol
6.14,38.02,21.61,19.3,26.29,1.4729,capsicol
6.19,33.46,26.8,29.24,24.5,1.4734,capsicol
6.45,37.09,18.1,25.87,29.21,1.4733,capsicol
6.32,39.91,20.9,23.03,27.08,1.4749,capsicol
6.21,43.99,22.76,20.07,28.46,1.4743,capsicol
6.26,40.46,20.31,19.87,27.61,1.4764,capsicol
6.44,38.23,23.02,20.36,25.4,1.4742,capsicol
6.6,44.04,17.19,18.82,25.24,1.4729,capsicol
6.55,40.55,20.7,25.92,29.31,1.4776,capsicol
6.18,33.16,21.94,17.58,28.93,1.4753,capsicol
6.14,40.84,17.92,21.6,24.84,1.4736,capsicol
6.44,36.25,21.59,27.05,25.12,1.4758,capsicol
6.43,34.4,17.12,27.23,27.87,1.4718,capsicol
6.37,41.03,19.4,22.88,24.28,1.474,capsicol
6.47,37.61,16.75,27.88,29.31,1.4724,capsicol
6.41,34.52,26.37,22.45,25.21,1.4753,capsicol
6.27,44.76,20.35,30.14,28.03,1.4721,capsicol
6.43,36.01,20.23,20.45,26.01,1.4772,capsicol
6.39,40.02,19.35,21.58,26.9,1.4743,capsicol
6.72,34.41,24.86,26.86,28.38,1.4736,capsicol
6.35,31.33,23.43,19.02,27.29,1.4765,capsicol
6.39,37.71,24.96,29.42,25.68,1.4769,capsicol
6.58,42.77,23.65,19.32,28.54,1.4726,capsicol
6.66,38.19,23.61,27.13,25.02,1.4715,capsicol
6.06,37.01,18.81,27.79,24.78,1.4732,capsicol
6.3,35.2,20.77,19.99,26.11,1.4762,capsicol
6.13,40.98,26.54,27.92,26.7,1.4714,capsicol
6.32,36.38,22.74,22.53,23.77,1.4764,capsicol
6.24,38.69,22.0,25.19,26.36,1.4751,capsicol
6.3,35.96,17.43,23.67,27.46,1.472,capsicol
6.28,43.69,26.6,23.67,27.08,1.4716,capsicol
6.2,42.51,22.92,25.58,26.66,1.4711,capsicol
6.45,38.81,24.58,26.54,26.79,1.4732,capsicol
6.43,36.57,22.69,21.14,23.5,1.4709999999999999,capsicol
6.27,34.52,21.23,25.07,28.64,1.4759,capsicol
6.09,38.21,19.28,27.14,25.4,1.4721,capsicol
6.35,35.35,26.16,23.96,25.11,1.4705,capsicol
5.99,44.03,22.95,25.41,23.37,1.4724,capsicol
6.23,32.7,19.71,18.19,27.76,1.4711,capsicol
6.2,32.46,21.18,21.62,23.76,1.4713,capsicol
6.52,34.5,26.23,23.8,24.51,1.4762,capsicol
6.57,36.02,24.38,27.03,23.38,1.4763,capsicol
6.67,40.38,22.92,19.56,25.52,1.4765,capsicol
6.33,41.79,22.71,18.59,25.94,1.4711,capsicol
6.6,39.18,21.67,25.44,28.67,1.4713,capsicol
6.51,36.64,23.94,20.99,25.14,1.4733,capsicol
6.47,36.25,25.73,25.44,24.07,1.4751,capsicol
6.61,34.72,17.85,27.04,26.5,1.4725,capsicol
6.53,40.67,23.35,28.56,29.69,1.4721,capsicol
6.08,38.39,21.85,25.01,26.57,1.4708,capsicol
6.07,42.14,16.84,21.1,24.17,1.4713,capsicol
6.29,38.76,26.48,25.97,28.7,1.4713,capsicol
6.52,33.77,21.61,21.36,27.88,1.4753,capsicol
6.44,32.38,21.79,27.07,27.86,1.4775,capsicol
6.71,44.11,19.09,18.85,25.63,1.4759,capsicol
6.51,38.79,20.08,21.76,24.8,1.4727,capsicol
6.18,35.57,24.18,20.49,28.88,1.4771,capsicol
6.51,35.42,18.45,27.52,27.47,1.4767,capsicol
6.72,39.24,20.03,28.56,27.98,1.4709999999999999,capsicol
6.21,34.36,23.27,30.72,29.3,1.4724,capsicol
6.33,39.73,24.29,28.91,30.15,1.4748,capsicol
6.31,36.42,22.02,17.73,25.15,1.4733,capsicol
6.46,42.87,22.88,28.51,25.56,1.4717,capsicol
6.45,43.89,20.11,23.23,29.43,1.4762,capsicol
6.13,39.05,27.61,23.42,28.57,1.4762,capsicol
6.12,37.35,25.17,25.18,29.18,1.4709,capsicol
6.44,37.28,25.31,20.0,23.8,1.4716,capsicol
6.25,38.46,19.13,24.4,23.79,1.4751,capsicol
6.1,33.86,26.13,21.68,26.3,1.4715,capsicol
6.28,34.83,27.2,18.53,29.35,1.4734,capsicol
6.36,42.29,20.56,21.99,27.47,1.476,capsicol
6.35,39.49,19.2,29.25,27.33,1.4709,capsicol
6.35,41.18,20.33,22.98,27.06,1.4762,capsicol
6.21,40.54,17.65,20.48,27.0,1.4765,capsicol
6.27,35.93,23.41,20.67,23.74,1.4769,capsicol
6.32,33.42,20.62,21.91,26.23,1.4772,capsicol
6.67,38.68,20.71,27.2,24.07,1.4759,capsicol
6.64,34.69,23.53,21.32,28.71,1.4718,capsicol
6.36,43.57,26.86,23.5,25.78,1.4706,capsicol
6.12,34.18,24.73,23.62,28.61,1.4712,capsicol
6.27,34.79,25.05,27.68,26.76,1.4758,capsicol
6.32,40.04,25.55,24.05,29.39,1.4737,capsicol
6.55,42.85,18.42,19.49,24.9,1.472,capsicol
6.36,34.39,24.35,24.39,28.43,1.4739,capsicol
6.26,36.01,26.33,19.76,26.42,1.4755,capsicol
6.2,40.09,19.48,27.78,27.29,1.4744,capsicol
6.42,34.46,23.36,29.86,27.01,1.4757,capsicol
6.16,40.16,17.74,26.49,25.77,1.4729,capsicol
6.35,39.74,26.43,22.61,24.81,1.4741,capsicol
6.51,33.81,23.71,23.53,28.9,1.4726,capsicol
6.26,37.26,24.83,25.05,25.1,1.4754,capsicol
6.31,34.44,22.49,17.31,25.2,1.4729,capsicol
6.45,37.51,24.28,23.72,27.62,1.4732,capsicol
6.68,43.74,19.01,19.46,29.61,1.4719,capsicol
6.49,33.87,22.0,18.64,28.96,1.4706,capsicol
6.3,38.01,19.44,26.55,29.05,1.4775,capsicol
6.42,35.11,18.12,27.76,27.61,1.4722,capsicol
6.44,37.57,21.62,27.9,25.01,1.4718,capsicol
6.39,32.81,23.98,28.02,29.4,1.4709,capsicol
6.19,39.36,19.9,27.39,29.18,1.4728,capsicol
6.24,38.73,19.93,23.45,26.52,1.4763,capsicol
6.41,34.92,21.66,23.02,27.67,1.4734,capsicol
6.28,42.6,22.48,28.94,29.94,1.4768,capsicol
6.49,43.73,21.6,24.32,25.09,1.4729,capsicol
6.7,41.77,23.52,29.7,28.99,1.4768,capsicol
6.25,43.95,20.61,27.63,25.11,1.4706,capsicol
6.45,35.7,20.67,19.22,28.5,1.4708,capsicol
6.15,34.34,22.49,17.93,24.13,1.4743,capsicol
6.23,38.9,25.51,20.13,26.76,1.4769999999999999,capsicol
6.2,38.58,24.21,24.47,27.76,1.4711,capsicol
6.28,39.03,23.51,27.89,24.78,1.4728,capsicol
6.61,41.89,20.66,21.69,25.45,1.4768,capsicol
6.58,43.81,17.25,19.04,29.62,1.4707,capsicol
6.05,36.27,16.64,18.48,24.54,1.4722,capsicol
6.04,42.96,22.63,20.04,27.6,1.4747,capsicol
6.53,33.38,19.8,19.76,26.42,1.4734,capsicol
6.67,42.33,24.25,19.95,27.98,1.4735,capsicol
6.72,40.19,20.41,19.08,25.66,1.4756,capsicol
6.43,34.41,17.7,20.48,26.71,1.4732,capsicol
6.45,34.59,20.53,27.39,27.51,1.473,capsicol
6.3,36.63,22.66,26.47,29.04,1.4742,capsicol
6.72,41.6,25.03,24.12,26.99,1.4753,capsicol
6.33,45.21,23.88,25.87,27.97,1.473,capsicol
6.01,44.34,18.85,19.7,29.25,1.4765,capsicol
6.3,38.65,20.11,24.49,26.02,1.4708,capsicol
6.64,39.38,17.29,29.69,28.44,1.4729,capsicol
6.62,40.93,22.57,24.44,23.93,1.4773,capsicol
6.38,44.16,22.56,20.39,26.82,1.4715,capsicol
6.43,34.71,24.37,18.98,25.49,1.4726,capsicol
6.24,36.51,24.9,20.53,28.5,1.4768,capsicol
6.52,40.55,20.67,22.34,25.45,1.4722,capsicol
6.29,43.76,27.34,22.13,30.02,1.4717,capsicol
6.52,39.18,17.48,22.2,29.44,1.4756,capsicol
6.27,42.57,17.59,18.7,25.56,1.4715,capsicol
6.63,40.51,27.51,21.5,23.74,1.4733,capsicol
6.49,32.8,23.0,22.51,25.78,1.4731,capsicol
6.37,39.01,19.99,27.6,26.18,1.476,capsicol
6.34,35.79,26.02,25.94,25.74,1.4737,capsicol
6.39,40.32,25.9,24.84,28.52,1.4728,capsicol
6.64,35.5,21.31,17.47,25.22,1.4771,capsicol
6.29,38.12,22.08,27.62,28.9,1.4749,capsicol
6.43,40.6,21.35,28.99,23.89,1.4728,capsicol
6.64,38.89,25.96,23.8,29.03,1.4744,capsicol
6.28,37.43,18.2,18.18,25.17,1.4743,capsicol
6.45,37.19,19.07,28.81,27.63,1.4743,capsicol
6.31,34.28,23.81,22.03,25.85,1.4764,capsicol
6.56,35.04,24.55,20.53,29.11,1.4757,capsicol
6.59,33.38,22.27,17.76,27.24,1.4709999999999999,capsicol
6.26,42.47,24.64,24.82,25.79,1.4721,capsicol
6.44,42.06,19.97,29.98,26.85,1.4721,capsicol
6.01,34.5,21.41,21.03,25.13,1.4772,capsicol
6.49,36.25,23.43,27.6,28.47,1.4775,capsicol
6.63,32.07,21.45,23.26,25.78,1.473,capsicol
6.43,38.75,25.68,26.05,23.56,1.476,capsicol
6.28,33.03,22.23,30.77,25.55,1.4716,capsicol
6.11,41.82,24.24,22.71,28.21,1.4757,capsicol
6.72,39.56,20.84,27.78,29.23,1.474,capsicol
6.27,43.38,18.92,27.8,24.44,1.4718,capsicol
6.4,44.59,22.45,19.49,27.59,1.4713,capsicol
6.58,39.94,23.24,19.7,27.43,1.4718,capsicol
6.22,34.07,19.06,24.3,28.88,1.4708,capsicol
6.51,34.05,22.93,28.94,28.67,1.4774,capsicol
6.18,38.93,17.95,25.06,24.5,1.4712,capsicol
6.4,33.83,23.26,25.9,23.55,1.4722,capsicol
6.48,44.84,23.55,22.38,27.08,1.4727,capsicol
6.59,40.44,21.9,20.12,24.83,1.4743,capsicol
6.49,41.07,27.16,24.65,26.03,1.4759,capsicol
6.24,42.98,20.68,21.72,27.74,1.4752,capsicol
6.54,37.48,21.84,24.22,26.6,1.4755,capsicol
6.6,33.95,19.43,22.54,30.39,1.4719,capsicol
6.39,41.99,23.29,27.16,26.51,1.4771,capsicol
6.22,40.37,22.07,19.89,26.24,1.4748,capsicol
6.27,43.02,23.89,18.16,29.83,1.474,capsicol
6.19,40.55,22.21,29.77,27.87,1.4761,capsicol
6.15,38.81,23.95,21.11,28.96,1.476,capsicol
6.32,34.35,20.12,29.36,27.33,1.4707,capsicol
6.41,40.14,24.41,24.33,27.43,1.4766,capsicol
6.23,33.16,25.55,19.19,24.51,1.4742,capsicol
6.37,36.01,26.17,24.37,28.58,1.4758,capsicol
6.35,36.52,23.01,21.11,29.54,1.4769,capsicol
6.38,44.62,26.47,26.66,25.4,1.4711,capsicol
6.69,32.95,25.17,22.78,25.42,1.472,capsicol
6.24,43.97,23.2,18.25,30.49,1.4739,capsicol
6.43,39.21,25.28,27.21,26.24,1.4721,capsicol
6.17,40.85,19.56,24.82,28.59,1.4736,capsicol
6.21,41.3,16.96,20.57,25.1,1.4736,capsicol
6.09,36.39,21.2,18.78,28.65,1.4709999999999999,capsicol
6.68,45.77,23.77,19.65,27.83,1.4757,capsicol
6.15,39.57,23.82,26.15,25.76,1.4774,capsicol
6.09,36.64,17.08,18.39,26.45,1.4721,capsicol
6.17,33.13,25.9,24.33,26.83,1.4767,capsicol
6.11,37.52,20.57,19.91,28.52,1.4761,capsicol
6.21,38.75,21.62,26.4,27.9,1.4754,capsicol
6.49,44.24,27.33,20.78,26.6,1.4713,capsicol
6.16,43.75,24.12,29.21,27.9,1.4743,capsicol
6.53,37.56,18.94,25.25,30.31,1.4768,capsicol
6.62,41.39,26.82,21.2,24.88,1.4772,capsicol
6.62,32.36,23.45,28.46,27.34,1.4732,capsicol
6.11,35.84,24.59,23.15,26.36,1.4726,capsicol
6.18,34.5,17.3,24.19,25.16,1.4709999999999999,capsicol
6.52,38.55,20.31,19.1,24.89,1.4756,capsicol
6.56,42.6,23.76,17.19,27.47,1.4775,capsicol
6.13,38.78,18.32,23.73,26.18,1.4742,capsicol
6.66,40.65,24.77,23.96,27.0,1.4751,capsicol
6.13,37.14,22.49,24.0,29.21,1.4751,capsicol
6.1,39.75,25.75,26.33,24.85,1.4738,capsicol
6.5,36.69,24.14,18.44,29.12,1.4742,capsicol
6.57,33.61,21.12,24.9,28.55,1.475,capsicol
6.18,38.88,23.02,27.96,27.69,1.4756,capsicol
6.33,37.63,24.63,25.11,29.58,1.4732,capsicol
6.52,35.69,26.55,18.4,24.69,1.4772,capsicol
6.5,34.63,21.2,24.99,27.93,1.4772,capsicol
6.38,41.8,25.73,23.05,27.22,1.4708,capsicol
6.43,42.03,19.06,24.39,25.21,1.4725,capsicol
6.55,43.16,17.7,20.03,27.5,1.4729,capsicol
6.26,36.72,20.7,26.49,25.31,1.4721,capsicol
6.41,39.13,24.34,22.98,24.62,1.4715,capsicol
6.18,41.98,18.33,21.86,23.74,1.4748,capsicol
6.31,44.52,25.03,24.16,24.79,1.4711,capsicol
6.38,39.1,22.61,27.62,26.12,1.4723,capsicol
6.5,35.54,23.94,25.91,26.9,1.4732,capsicol
6.19,35.15,24.21,23.6,26.41,1.4716,capsicol
6.21,39.08,27.19,21.37,26.98,1.4762,capsicol
6.26,40.31,19.94,21.38,27.31,1.4743,capsicol
6.43,42.78,23.31,29.6,25.12,1.472,capsicol
6.37,37.95,25.16,27.78,26.06,1.4706,capsicol
6.43,35.0,21.29,22.95,24.81,1.4758,capsicol
6.73,36.32,24.45,24.6,24.47,1.4754,capsicol
6.31,44.44,23.95,30.22,29.36,1.475,capsicol
6.38,41.24,24.48,25.27,29.26,1.4736,capsicol
6.58,36.47,21.48,23.23,27.38,1.4767,capsicol
6.1,36.22,21.79,21.16,29.04,1.4722,capsicol
6.69,35.38,19.72,27.37,27.79,1.4764,capsicol
6.63,39.63,19.34,27.39,28.68,1.4722,capsicol
6.23,39.05,26.23,20.89,25.57,1.4775,capsicol
6.31,35.28,24.1,23.77,28.18,1.4767,capsicol
6.42,38.9,19.17,28.46,28.23,1.4764,capsicol
6.56,41.09,21.99,18.82,28.03,1.4709,capsicol
6.65,40.31,25.38,23.11,27.53,1.4764,capsicol
6.78,34.67,23.49,18.66,27.22,1.4742,capsicol
6.77,37.7,21.45,22.89,25.02,1.4749,capsicol
6.37,40.69,26.13,19.7,25.39,1.4745,capsicol
6.2,38.46,27.33,25.88,25.29,1.4763,capsicol
6.44,38.14,24.08,20.37,26.04,1.4728,capsicol
6.31,35.77,26.47,27.97,27.65,1.4771,capsicol
6.56,37.21,21.97,27.43,26.56,1.4709999999999999,capsicol
6.34,34.71,25.57,25.82,27.52,1.4728,capsicol
6.49,38.62,24.88,24.54,27.62,1.4732,capsicol
6.79,42.09,22.31,22.94,28.29,1.4714,capsicol
6.45,32.79,19.66,22.84,24.67,1.4725,capsicol
6.44,42.6,22.94,22.33,25.47,1.4719,capsicol
6.06,45.16,20.0,26.82,28.04,1.4751,capsicol
6.43,42.16,23.8,24.09,25.84,1.4732,capsicol
6.46,37.63,20.1,17.81,28.07,1.4756,capsicol
6.39,35.56,21.53,27.47,25.85,1.4737,capsicol
6.36,37.58,19.08,27.55,28.2,1.4722,capsicol
6.32,38.42,20.38,18.99,27.01,1.4742,capsicol
6.29,37.43,22.36,22.78,25.48,1.4757,capsicol
6.45,40.64,19.08,25.32,24.47,1.4727,capsicol
6.42,36.84,20.01,17.36,24.68,1.4766,capsicol
6.24,32.94,25.6,30.36,24.09,1.4745,capsicol
6.16,40.14,21.1,29.84,29.36,1.4755,capsicol
6.29,40.94,25.48,21.93,28.32,1.476,capsicol
6.12,41.63,22.25,25.2,27.59,1.4762,capsicol
6.23,38.48,17.37,22.39,28.31,1.4732,capsicol
6.61,32.94,18.87,23.07,25.17,1.4712,capsicol
6.17,36.02,20.6,19.87,24.47,1.4711,capsicol
6.29,34.24,21.55,22.8,24.56,1.4735,capsicol
6.4,34.57,18.78,17.71,26.05,1.4728,capsicol
6.29,36.72,26.71,29.19,25.58,1.4745,capsicol
6.37,42.83,20.89,20.81,26.61,1.4708,capsicol
6.58,34.08,20.99,27.04,24.34,1.4726,capsicol
6.52,36.51,21.18,26.72,26.81,1.4714,capsicol
6.18,40.46,25.35,26.69,26.1,1.4757,capsicol
6.48,35.27,22.34,26.59,29.15,1.4773,capsicol
6.2,35.32,23.17,18.45,25.04,1.4759,capsicol
6.66,32.73,20.17,20.93,28.5,1.4766,capsicol
6.67,39.55,20.53,29.14,26.54,1.4761,capsicol
6.41,42.77,21.81,22.23,29.1,1.476,capsicol
6.57,42.85,20.37,23.02,27.04,1.476,capsicol
6.71,43.19,19.88,29.74,24.38,1.4764,capsicol
6.23,37.66,18.05,19.0,24.37,1.4773,capsicol
6.24,43.61,25.41,22.73,24.09,1.472,capsicol
6.48,43.49,26.82,19.56,29.6,1.4718,capsicol
6.59,34.48,23.03,29.48,26.99,1.4727,capsicol
6.25,33.85,25.37,23.97,23.98,1.4707,capsicol
6.56,32.73,26.28,23.55,25.3,1.4725,capsicol
6.25,37.92,21.8,28.66,27.44,1.4755,capsicol
6.28,42.96,21.14,27.92,26.52,1.4723,capsicol
6.25,32.31,21.69,19.81,24.78,1.4759,capsicol
6.77,43.41,23.05,26.53,26.09,1.4749,capsicol
6.52,34.12,27.55,21.94,27.05,1.4741,capsicol
6.1,37.72,23.03,21.19,25.12,1.4709999999999999,capsicol
6.1,35.06,24.1,19.96,28.77,1.4756,capsicol
6.07,36.22,22.92,20.33,28.26,1.4753,capsicol
6.29,39.11,22.88,26.27,25.48,1.4716,capsicol
6.13,40.72,27.88,21.26,29.16,1.4767,capsicol
6.31,42.16,23.75,29.5,27.72,1.4745,capsicol
6.14,37.8,18.05,19.69,25.0,1.4754,capsicol
6.66,33.9,19.96,23.88,23.81,1.4772,capsicol
6.28,41.1,20.24,19.41,29.84,1.4741,capsicol
6.23,42.67,26.53,22.27,24.83,1.4733,capsicol
6.47,41.22,23.98,29.63,27.56,1.4712,capsicol
6.59,43.15,19.45,18.77,29.78,1.4736,capsicol
6.57,42.58,19.18,27.27,24.1,1.4731,capsicol
6.17,41.76,25.66,29.82,23.71,1.4751,capsicol
6.51,38.73,23.76,23.63,26.79,1.4739,capsicol
6.5,44.79,19.39,25.46,27.21,1.4725,capsicol
6.35,35.32,21.72,24.14,28.98,1.4748,capsicol
6.34,42.19,19.61,23.93,28.59,1.4726,capsicol
6.27,36.21,22.74,25.8,27.79,1.474,capsicol
6.33,41.98,24.17,23.71,29.19,1.4741,capsicol
6.28,36.08,22.8,20.48,27.18,1.4757,capsicol
6.2,45.01,18.91,23.11,27.1,1.4747,capsicol
6.58,36.71,16.59,28.06,28.83,1.4768,capsicol
6.34,41.26,20.96,29.4,24.67,1.4727,capsicol
6.49,36.3,18.68,24.85,26.9,1.4722,capsicol
6.13,33.41,21.69,22.08,28.6,1.4761,capsicol
6.67,40.0,20.06,18.45,26.32,1.4736,capsicol
6.38,38.08,20.05,18.41,27.81,1.4738,capsicol
6.31,40.17,25.47,24.59,26.74,1.4753,capsicol
6.65,37.02,25.72,23.73,25.32,1.4737,capsicol
6.17,40.45,23.24,20.06,25.63,1.4746,capsicol
6.37,44.35,23.47,27.35,27.72,1.4708,capsicol
6.53,40.94,20.76,22.35,28.41,1.4709999999999999,capsicol
6.74,34.64,25.64,19.5,25.05,1.4714,capsicol
6.65,34.51,19.94,20.13,26.89,1.4771,capsicol
6.56,39.51,20.11,25.59,28.64,1.4751,capsicol
6.34,42.55,24.86,26.53,26.21,1.4745,capsicol
6.54,39.37,25.64,23.86,25.12,1.4732,capsicol
6.2,39.05,20.03,29.96,25.28,1.4727,capsicol
6.49,37.37,22.18,18.14,28.4,1.4707,capsicol
6.65,42.99,21.28,22.45,29.33,1.4731,capsicol
6.25,35.28,17.45,28.83,25.96,1.4717,capsicol
6.41,41.36,17.1,22.17,26.06,1.4712,capsicol
6.62,39.06,25.2,27.33,26.4,1.4727,capsicol
6.61,44.32,25.08,23.51,29.84,1.4736,capsicol
6.15,37.84,17.91,28.6,29.28,1.4764,capsicol
6.51,31.98,23.05,27.04,25.54,1.4725,capsicol
6.38,36.55,18.27,27.83,25.14,1.474,capsicol
6.31,34.95,18.85,27.74,28.86,1.4761,capsicol
6.35,39.98,17.92,28.12,27.73,1.4756,capsicol
6.25,40.98,27.6,28.06,26.37,1.473,capsicol
6.49,37.29,24.0,26.6,24.51,1.4732,capsicol
6.33,38.07,17.98,28.29,29.39,1.4744,capsicol
6.42,41.77,21.73,19.68,26.19,1.4716,capsicol
6.45,33.94,18.09,26.75,29.55,1.4739,capsicol
6.38,40.91,18.3,28.86,29.39,1.4757,capsicol
6.26,41.25,20.12,26.81,27.93,1.4726,capsicol
6.25,41.87,24.59,24.32,27.16,1.476,capsicol
6.29,44.78,26.67,23.82,26.69,1.4736,capsicol
6.47,40.67,25.19,18.38,25.09,1.4745,capsicol
6.1,31.84,26.26,21.53,28.38,1.4749,capsicol
6.58,42.89,21.6,20.95,26.1,1.4758,capsicol
6.49,32.52,19.77,22.52,27.47,1.4763,capsicol
6.17,32.48,20.47,24.57,23.47,1.4745,capsicol
6.28,33.76,18.34,20.24,26.49,1.4764,capsicol
6.1,35.53,19.27,24.15,25.9,1.4738,capsicol
6.08,39.76,23.98,21.31,23.96,1.4736,capsicol
6.51,42.4,22.99,21.26,23.59,1.4741,capsicol
6.61,36.81,17.81,26.96,29.24,1.4728,capsicol
6.2,34.26,18.26,27.0,28.5,1.4706,capsicol
6.67,42.57,21.67,25.33,26.09,1.4763,capsicol
6.41,40.19,20.29,20.36,27.99,1.4759,capsicol
6.53,38.61,24.19,24.47,24.88,1.4746,capsicol
6.33,43.01,19.54,29.86,24.16,1.4746,capsicol
6.45,39.72,18.88,27.66,27.38,1.4728,capsicol
6.37,43.02,24.94,26.07,27.89,1.4736,capsicol
6.45,40.94,18.05,29.3,26.35,1.4744,capsicol
6.45,41.76,25.89,18.36,25.11,1.4721,capsicol
6.28,33.77,20.96,19.9,29.52,1.4759,capsicol
6.36,40.63,18.47,19.56,27.41,1.4733,capsicol
6.49,36.86,20.59,21.95,28.93,1.4772,capsicol
6.4,35.94,18.63,26.32,26.63,1.4748,capsicol
6.77,38.69,25.95,22.49,26.22,1.4742,capsicol
6.13,33.34,26.36,18.86,28.0,1.4762,capsicol
6.03,34.57,24.14,26.06,26.46,1.4716,capsicol
6.6,44.95,21.57,18.23,27.54,1.4707,capsicol
6.33,40.98,18.59,24.53,28.03,1.4728,capsicol
6.26,40.66,25.38,30.03,25.65,1.4752,capsicol
6.57,39.9,23.75,19.17,25.96,1.4716,capsicol
6.59,33.39,22.73,19.51,28.35,1.4748,capsicol
6.48,33.79,25.03,21.96,25.65,1.4732,capsicol
6.62,39.97,24.66,24.21,28.59,1.4717,capsicol
6.54,36.16,23.28,20.65,28.1,1.4723,capsicol
6.6,33.28,23.29,28.5,28.71,1.4765,capsicol
6.28,32.01,18.78,17.79,24.2,1.4739,capsicol
6.23,41.55,23.48,20.46,26.5,1.473,capsicol
6.02,41.35,20.43,25.05,26.28,1.4767,capsicol
6.41,37.83,18.47,28.1,28.24,1.4718,capsicol
6.43,41.0,25.89,25.41,27.7,1.4758,capsicol
6.61,41.87,22.59,26.68,26.16,1.474,capsicol
6.45,44.4,21.72,29.26,28.08,1.4742,capsicol
6.3,35.91,18.43,28.88,30.06,1.4744,capsicol
6.18,37.98,23.54,24.33,24.57,1.4757,capsicol
6.78,39.77,21.13,19.19,27.85,1.4753,capsicol
6.33,42.83,24.8,23.06,28.5,1.4766,capsicol
6.54,37.83,22.94,29.92,26.05,1.4774,capsicol
6.66,41.8,20.93,29.57,26.89,1.4729,capsicol
6.59,33.58,24.24,30.05,28.38,1.475,capsicol
6.52,39.44,21.23,22.67,29.68,1.476,capsicol
6.21,36.48,22.11,26.41,27.36,1.4708,capsicol
6.4,34.79,20.28,24.79,25.37,1.4774,capsicol
6.09,38.95,18.55,27.33,29.07,1.4771,capsicol
6.24,39.02,26.22,22.56,24.58,1.4745,capsicol
6.51,40.04,25.26,25.47,29.58,1.4769999999999999,capsicol
6.57,34.75,25.63,23.58,29.56,1.4718,capsicol
6.23,45.33,24.86,20.12,27.01,1.4775,capsicol
6.48,33.78,22.88,24.59,28.32,1.4747,capsicol
6.18,42.34,18.75,21.73,28.9,1.4751,capsicol
6.31,40.08,20.18,26.01,28.44,1.4756,capsicol
6.67,43.67,19.41,25.98,26.96,1.4727,capsicol
6.77,38.06,25.33,26.27,25.11,1.4771,capsicol
6.14,34.05,23.38,26.66,25.59,1.4723,capsicol
6.13,36.19,24.08,20.11,26.37,1.4739,capsicol
6.58,39.03,18.51,19.92,25.53,1.4719,capsicol
6.3,34.08,24.08,27.65,26.26,1.4747,capsicol
6.23,44.0,20.5,18.95,28.19,1.4763,capsicol
6.72,36.78,24.95,24.6,29.67,1.4774,capsicol
6.67,40.9,21.93,19.31,25.72,1.4771,capsicol
6.04,41.66,20.06,23.75,27.51,1.4712,capsicol
